;QUARTO_INFOS;GARAGEM_INFOS;BANHEIROS_INFOS;AREA_SEGMENTADA;BAIRRO;FAIXA_PRECOS
255;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Pituaçu;(450000.0, 650000.0]
256;4 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Horto Florestal;(650000.0, 1140000.0]
257;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Stella Maris;(450000.0, 650000.0]
258;3 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Caminho das Árvores;(650000.0, 1140000.0]
259;2 quartos;;1 banheiro;(12.999, 60.0];Arraial do Retiro;(-0.001, 300000.0]
260;4 quartos;;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
261;3 quartos;;1 banheiro;(60.0, 80.0];Arraial do Retiro;(-0.001, 300000.0]
262;3 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Ondina;(1140000.0, 88000000.0]
263;3 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
264;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Patamares;(450000.0, 650000.0]
265;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];São Rafael;(-0.001, 300000.0]
266;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(-0.001, 300000.0]
267;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Alphaville I;(450000.0, 650000.0]
268;3 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Narandiba;(-0.001, 300000.0]
269;3 quartos;2 vagas de garagem;4 banheiros;(80.0, 110.0];Graça;(650000.0, 1140000.0]
270;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Graça;(300000.0, 450000.0]
271;3 quartos;;1 banheiro;(60.0, 80.0];Uruguai;(-0.001, 300000.0]
272;4 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
273;4 quartos;4 vagas de garagem;2 banheiros;(110.0, 163.0];Caminho das Árvores;(1140000.0, 88000000.0]
274;3 quartos;1 vaga de garagem;1 banheiro;(80.0, 110.0];Garcia;(450000.0, 650000.0]
275;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Pituba;(300000.0, 450000.0]
276;3 quartos;3 vagas de garagem;2 banheiros;(110.0, 163.0];Horto Florestal;(1140000.0, 88000000.0]
277;4 quartos;4 vagas de garagem;2 banheiros;(163.0, 4126.0];Pituaçu;(1140000.0, 88000000.0]
278;4 quartos;2 vagas de garagem;3 banheiros;(163.0, 4126.0];Vitória;(1140000.0, 88000000.0]
279;2 quartos;2 vagas de garagem;2 banheiros;(12.999, 60.0];Cabula;(300000.0, 450000.0]
280;1 quarto;1 vaga de garagem;2 banheiros;(12.999, 60.0];Campo Grande;(-0.001, 300000.0]
281;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Federação;(-0.001, 300000.0]
282;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
283;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
284;3 quartos;2 vagas de garagem;1 banheiro;(110.0, 163.0];Jardim Apipema;(450000.0, 650000.0]
285;2 quartos;;1 banheiro;(12.999, 60.0];São Marcos;(-0.001, 300000.0]
286;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(-0.001, 300000.0]
287;3 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Paralela;(300000.0, 450000.0]
288;3 quartos;;2 banheiros;(12.999, 60.0];Liberdade;(-0.001, 300000.0]
289;4 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
290;3 quartos;3 vagas de garagem;3 banheiros;(110.0, 163.0];Patamares;(1140000.0, 88000000.0]
291;2 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
292;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Chame-Chame;(300000.0, 450000.0]
293;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Pituba;(300000.0, 450000.0]
294;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Ondina;(650000.0, 1140000.0]
295;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Costa Azul;(300000.0, 450000.0]
296;1 quarto;1 vaga de garagem;1 banheiro;(80.0, 110.0];Armação;(300000.0, 450000.0]
297;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Barra;(450000.0, 650000.0]
298;4 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
299;4 quartos;1 vaga de garagem;4 banheiros;(110.0, 163.0];Canela;(450000.0, 650000.0]
300;3 quartos;2 vagas de garagem;1 banheiro;(110.0, 163.0];Graça;(650000.0, 1140000.0]
301;3 quartos;;2 banheiros;(80.0, 110.0];Pituba;(300000.0, 450000.0]
302;2 quartos;2 vagas de garagem;1 banheiro;(80.0, 110.0];Graça;(450000.0, 650000.0]
303;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Graça;(650000.0, 1140000.0]
304;1 quarto;;1 banheiro;(12.999, 60.0];Stella Maris;(-0.001, 300000.0]
305;4 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Nazaré;(300000.0, 450000.0]
306;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Armação;(300000.0, 450000.0]
307;4 quartos;5 ou mais vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Barra;(1140000.0, 88000000.0]
308;3 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
309;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Rio Vermelho;(-0.001, 300000.0]
310;1 quarto;;1 banheiro;(12.999, 60.0];Acupe de Brotas;(-0.001, 300000.0]
311;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(-0.001, 300000.0]
312;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Chame-Chame;(300000.0, 450000.0]
313;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
314;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Ondina;(450000.0, 650000.0]
315;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Matatu;(-0.001, 300000.0]
316;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Rio Vermelho;(300000.0, 450000.0]
317;1 quarto;2 vagas de garagem;3 banheiros;(80.0, 110.0];Rio Vermelho;(450000.0, 650000.0]
318;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Horto Bela Vista;(650000.0, 1140000.0]
319;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Patamares;(650000.0, 1140000.0]
320;3 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Brotas;(-0.001, 300000.0]
321;4 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Caminho das Árvores;(650000.0, 1140000.0]
322;3 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Vitória;(1140000.0, 88000000.0]
323;4 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Patamares;(650000.0, 1140000.0]
324;4 quartos;4 vagas de garagem;4 banheiros;(163.0, 4126.0];Pituba;(1140000.0, 88000000.0]
325;3 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Patamares;(650000.0, 1140000.0]
326;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
327;3 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Armação;(450000.0, 650000.0]
328;2 quartos;2 vagas de garagem;4 banheiros;(80.0, 110.0];Costa Azul;(300000.0, 450000.0]
329;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
330;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Federação;(-0.001, 300000.0]
331;5 ou mais quartos;3 vagas de garagem;3 banheiros;(163.0, 4126.0];Vitória;(1140000.0, 88000000.0]
332;3 quartos;4 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Barra;(1140000.0, 88000000.0]
333;3 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Costa Azul;(300000.0, 450000.0]
334;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Imbuí;(450000.0, 650000.0]
335;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Jardim Apipema;(-0.001, 300000.0]
336;4 quartos;2 vagas de garagem;3 banheiros;(163.0, 4126.0];Itaigara;(650000.0, 1140000.0]
337;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Federação;(-0.001, 300000.0]
338;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Canela;(-0.001, 300000.0]
339;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Stiep;(450000.0, 650000.0]
340;3 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Candeal;(450000.0, 650000.0]
341;3 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Patamares;(1140000.0, 88000000.0]
342;3 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Costa Azul;(450000.0, 650000.0]
343;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
344;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
345;2 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Horto Bela Vista;(1140000.0, 88000000.0]
346;2 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
347;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
348;3 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
349;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Candeal;(300000.0, 450000.0]
350;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Trobogy;(650000.0, 1140000.0]
351;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pernambués;(-0.001, 300000.0]
352;4 quartos;2 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Itaigara;(1140000.0, 88000000.0]
353;4 quartos;5 ou mais vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Vitória;(1140000.0, 88000000.0]
354;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Graça;(300000.0, 450000.0]
355;3 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
356;2 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Ondina;(650000.0, 1140000.0]
357;3 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
358;3 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Pituaçu;(1140000.0, 88000000.0]
359;4 quartos;5 ou mais vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Vitória;(1140000.0, 88000000.0]
360;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
361;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Brotas;(300000.0, 450000.0]
362;1 quarto;;1 banheiro;(12.999, 60.0];Engenho Velho da Federação;(-0.001, 300000.0]
363;5 ou mais quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Itaigara;(1140000.0, 88000000.0]
364;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(-0.001, 300000.0]
365;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Candeal;(300000.0, 450000.0]
366;3 quartos;2 vagas de garagem;4 banheiros;(80.0, 110.0];Barbalho;(650000.0, 1140000.0]
367;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Valéria;(1140000.0, 88000000.0]
368;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Armação;(300000.0, 450000.0]
369;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
370;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Costa Azul;(300000.0, 450000.0]
371;4 quartos;3 vagas de garagem;3 banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
372;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Paralela;(1140000.0, 88000000.0]
373;3 quartos;;2 banheiros;(110.0, 163.0];Vitória;(450000.0, 650000.0]
374;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Pituba;(1140000.0, 88000000.0]
375;4 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
376;2 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Barbalho;(-0.001, 300000.0]
377;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
378;3 quartos;;2 banheiros;(60.0, 80.0];Patamares;(-0.001, 300000.0]
379;2 quartos;2 vagas de garagem;3 banheiros;(163.0, 4126.0];Graça;(650000.0, 1140000.0]
380;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Candeal;(1140000.0, 88000000.0]
381;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Jardim Apipema;(1140000.0, 88000000.0]
382;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Patamares;(650000.0, 1140000.0]
383;2 quartos;2 vagas de garagem;1 banheiro;(80.0, 110.0];Ondina;(650000.0, 1140000.0]
384;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Rio Vermelho;(650000.0, 1140000.0]
385;3 quartos;2 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Pituba;(1140000.0, 88000000.0]
386;2 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Pituba;(300000.0, 450000.0]
387;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Horto Florestal;(650000.0, 1140000.0]
388;2 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Caminho das Árvores;(450000.0, 650000.0]
389;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Candeal;(1140000.0, 88000000.0]
390;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Pituba;(1140000.0, 88000000.0]
391;2 quartos;1 vaga de garagem;3 banheiros;(12.999, 60.0];Brotas;(-0.001, 300000.0]
392;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Vila Laura;(-0.001, 300000.0]
393;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(-0.001, 300000.0]
394;1 quarto;;1 banheiro;(12.999, 60.0];Barris;(-0.001, 300000.0]
395;2 quartos;1 vaga de garagem;1 banheiro;(110.0, 163.0];Vitória;(650000.0, 1140000.0]
396;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
397;3 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];São Rafael;(-0.001, 300000.0]
398;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Valéria;(-0.001, 300000.0]
399;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Costa Azul;(300000.0, 450000.0]
400;2 quartos;;2 banheiros;(12.999, 60.0];Boa Viagem;(-0.001, 300000.0]
401;4 quartos;3 vagas de garagem;3 banheiros;(163.0, 4126.0];Pituba;(450000.0, 650000.0]
402;3 quartos;2 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Pituaçu;(1140000.0, 88000000.0]
403;4 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Canela;(450000.0, 650000.0]
404;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
405;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(-0.001, 300000.0]
406;2 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Vitória;(1140000.0, 88000000.0]
407;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(-0.001, 300000.0]
408;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Imbuí;(300000.0, 450000.0]
409;4 quartos;1 vaga de garagem;3 banheiros;(163.0, 4126.0];Brotas;(450000.0, 650000.0]
410;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Pituba;(300000.0, 450000.0]
411;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Ondina;(650000.0, 1140000.0]
412;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Costa Azul;(450000.0, 650000.0]
413;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Alphaville I;(1140000.0, 88000000.0]
414;2 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Ondina;(650000.0, 1140000.0]
415;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Patamares;(300000.0, 450000.0]
416;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Barra;(300000.0, 450000.0]
417;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
418;4 quartos;4 vagas de garagem;4 banheiros;(163.0, 4126.0];Rio Vermelho;(1140000.0, 88000000.0]
419;3 quartos;4 vagas de garagem;1 banheiro;(163.0, 4126.0];Ondina;(650000.0, 1140000.0]
420;4 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Pituaçu;(1140000.0, 88000000.0]
421;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Stiep;(300000.0, 450000.0]
422;4 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Pituaçu;(1140000.0, 88000000.0]
423;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Jardim Apipema;(300000.0, 450000.0]
424;4 quartos;1 vaga de garagem;3 banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
425;3 quartos;2 vagas de garagem;4 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
426;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Candeal;(-0.001, 300000.0]
427;4 quartos;3 vagas de garagem;3 banheiros;(163.0, 4126.0];Itaigara;(1140000.0, 88000000.0]
428;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
429;3 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Pituaçu;(1140000.0, 88000000.0]
430;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Caminho das Árvores;(450000.0, 650000.0]
431;1 quarto;;1 banheiro;(12.999, 60.0];Tororó;(-0.001, 300000.0]
432;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Caminho das Árvores;(650000.0, 1140000.0]
433;3 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Alphaville I;(1140000.0, 88000000.0]
434;3 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
435;4 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Paralela;(300000.0, 450000.0]
436;1 quarto;1 vaga de garagem;2 banheiros;(60.0, 80.0];Armação;(300000.0, 450000.0]
437;5 ou mais quartos;4 vagas de garagem;4 banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
438;2 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Jardim Apipema;(450000.0, 650000.0]
439;4 quartos;3 vagas de garagem;3 banheiros;(163.0, 4126.0];Piatã;(650000.0, 1140000.0]
440;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
441;3 quartos;1 vaga de garagem;3 banheiros;(163.0, 4126.0];Pituba;(-0.001, 300000.0]
442;1 quarto;2 vagas de garagem;1 banheiro;(12.999, 60.0];Ondina;(300000.0, 450000.0]
443;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Piatã;(650000.0, 1140000.0]
444;3 quartos;;2 banheiros;(60.0, 80.0];Tororó;(-0.001, 300000.0]
445;3 quartos;2 vagas de garagem;2 banheiros;(163.0, 4126.0];Pituba;(450000.0, 650000.0]
446;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(300000.0, 450000.0]
447;3 quartos;;2 banheiros;(110.0, 163.0];Matatu;(-0.001, 300000.0]
448;4 quartos;3 vagas de garagem;1 banheiro;(163.0, 4126.0];Caminho das Árvores;(650000.0, 1140000.0]
449;3 quartos;2 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
450;3 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Armação;(450000.0, 650000.0]
451;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Pituba;(-0.001, 300000.0]
452;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Itaigara;(650000.0, 1140000.0]
453;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Caminho das Árvores;(300000.0, 450000.0]
454;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Caminho das Árvores;(650000.0, 1140000.0]
455;4 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Barra;(650000.0, 1140000.0]
456;3 quartos;4 vagas de garagem;4 banheiros;(110.0, 163.0];Barra;(1140000.0, 88000000.0]
457;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Costa Azul;(450000.0, 650000.0]
458;3 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
459;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Armação;(300000.0, 450000.0]
460;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Piatã;(-0.001, 300000.0]
461;3 quartos;3 vagas de garagem;2 banheiros;(163.0, 4126.0];Itaigara;(1140000.0, 88000000.0]
462;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Imbuí;(-0.001, 300000.0]
463;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Matatu;(300000.0, 450000.0]
464;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Ondina;(650000.0, 1140000.0]
465;4 quartos;1 vaga de garagem;5 ou mais banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
466;3 quartos;;3 banheiros;(163.0, 4126.0];Graça;(650000.0, 1140000.0]
467;2 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Pituba;(300000.0, 450000.0]
468;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
469;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
470;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Vitória;(650000.0, 1140000.0]
471;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Stella Maris;(650000.0, 1140000.0]
472;3 quartos;;2 banheiros;(60.0, 80.0];Cabula;(-0.001, 300000.0]
473;1 quarto;;1 banheiro;(12.999, 60.0];Dois de Julho;(-0.001, 300000.0]
474;3 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Horto Bela Vista;(1140000.0, 88000000.0]
475;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];São Cristóvão;(-0.001, 300000.0]
476;3 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Costa Azul;(300000.0, 450000.0]
477;3 quartos;1 vaga de garagem;1 banheiro;(80.0, 110.0];Patamares;(650000.0, 1140000.0]
478;2 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Armação;(450000.0, 650000.0]
479;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(-0.001, 300000.0]
480;2 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Caminho das Árvores;(450000.0, 650000.0]
481;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Piatã;(300000.0, 450000.0]
482;1 quarto;;1 banheiro;(12.999, 60.0];Acupe de Brotas;(-0.001, 300000.0]
483;2 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Pernambués;(300000.0, 450000.0]
484;3 quartos;2 vagas de garagem;1 banheiro;(80.0, 110.0];Pituba;(450000.0, 650000.0]
485;2 quartos;2 vagas de garagem;1 banheiro;(12.999, 60.0];Mata Escura;(-0.001, 300000.0]
486;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Engenho Velho de Brotas;(-0.001, 300000.0]
487;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Stella Maris;(300000.0, 450000.0]
488;4 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Garcia;(450000.0, 650000.0]
489;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Engenho Velho de Brotas;(-0.001, 300000.0]
490;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Trobogy;(-0.001, 300000.0]
491;2 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Itaigara;(300000.0, 450000.0]
492;4 quartos;3 vagas de garagem;3 banheiros;(110.0, 163.0];Barra;(450000.0, 650000.0]
493;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(-0.001, 300000.0]
494;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Barra;(300000.0, 450000.0]
495;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Pituaçu;(1140000.0, 88000000.0]
496;3 quartos;2 vagas de garagem;1 banheiro;(80.0, 110.0];Alphaville I;(650000.0, 1140000.0]
497;3 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Candeal;(1140000.0, 88000000.0]
498;4 quartos;5 ou mais vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
